firma_adi;adres;sehir;ilce;telefon;website;domain;birlik
YESA DANIŞMANLIK EĞİTİM VE TİCARET ANONİM ŞİRKETİ;IOSB MAH GİYİM SANATKARLARI TİC MERKEZİ 4B 24 ;İSTANBUL;BAŞAKŞEHİR;;;;İİB-KURU MEYVE
ADA PROFESYONEL GIDA TICARET SANAYI ANONIM SIRKETI;NISANTEPE MAH. GELIN ÇIÇEGI SK. NO: 5 -7 IÇ KAPI NO:60;İSTANBUL;ÇEKMEKÖY;(216) 0000000;;;İİB-KURU MEYVE
KEY INGREDIENTS  GIDA SAN TİC.A.Ş;KÜÇÜKBAKKALKÖY MAH. DEFNE SOK FLORA RECİDANCENO:1/365;İSTANBUL;ATAŞEHİR;(216) 0000000;;;İİB-KURU MEYVE
KANAT ENDÜSTTRİYEL GIDA ÜRL. SAN VE TİC.A.Ş;HARBİYE MAH. BOSTAN SOK NO:15/5;İSTANBUL;ŞİŞLİ;(212) 3739642;;;İİB-KURU MEYVE
GÜZEL TİCARET GIDA SANAYİ VE PAZARLAMA ANONİM ŞİRKETİ;İSTİKLAL MAHALLESİ EKİN SOKAK NO:10;İSTANBUL;ESENYURT;;;;İİB-KURU MEYVE
MENESOL PASTA VE TATLICILIK GIDA İNŞ. NAKL. TAAH. SAN. TİC. LTD. ŞTİ.;ESENTEPE MAH. 2954. SOK KÜÇÜK SAN. SİT. B BLOK K:1NO:3;İSTANBUL;SULTANGAZİ;(212) 0000000;;;İİB-KURU MEYVE
KORKMAZLAR GIDA VE TAŞIMACILIK SAN. VE TIC. A.Ş.;BANKALAR CAD.NO:11/2;KÜTAHYA;TAVŞANLI;(274) 6141233;www.korkmazleblebi.com;korkmazleblebi.com;İİB-KURU MEYVE
CAFERZADE ŞEKERLEME PASTACILIK GIDA İNŞAAT SAN. VE TİC. LTD. ŞTİ.;AHMEDİYE MAH. GÜNDOĞUMU CAD.NO:12/1;İSTANBUL;ÜSKÜDAR;(216) 5326532;;;İİB-KURU MEYVE
SAYINLAR GLOBAL PAZ.GIDA İTH.VE İHR.TİC.VE SAN.LTD.ŞTİ.;ALACAKAPI MAH.AKMİNARE CAD.NO:6;MALATYA;BATTALGAZİ;(422) 8414300;;;İİB-KURU MEYVE
ABEY GIDA TURİZM VE DIŞ TİC.A.Ş.;ACIBADEM MAH.ACIBADEM CAD NO:127 B/2;İSTANBUL;ÜSKÜDAR;(216) 3257778;http://www.chicolatte.com;chicolatte.com;İİB-KURU MEYVE
NAFİA GIDA KOZMETİK TEMİZLİK  İNŞ. TURZ.SAN.VE TİC.LTD.ŞTİ;MAHMUTBEY İSTOC TİC.MERK.45 ADA NO:29-31-33;İSTANBUL;BAĞCILAR;(212) 6590991;www.afia.com.tr;afia.com.tr;İİB-KURU MEYVE
TEORİ MÜHENDİSLİK ASANSÖR SAN. VE TİC. LTD. ŞTİ.;"EYÜP SULTAN MAHALLESİ, İBNİ SİNA CADDESİ NO. 33 ";İSTANBUL;SANCAKTEPE;(216) 6615363;www.teorimuhendislik.com;teorimuhendislik.com;İİB-KURU MEYVE
KARCI GIDA DIŞ TİC.LTD.ŞTİ;MERKEZ MAH. FİLİZ SOK NO:4/A ;İSTANBUL;KÜÇÜKÇEKMECE;(212) 4269560;;;İİB-KURU MEYVE
FC TRADİNG DIŞ TİCARET LİMİTED ŞİRKETİ;BALAT MAH. HIZIR ÇAVUŞ MESCİDİ SOK NO:40A;İSTANBUL;FATİH;(212) 0000000;www.fresshappleturkey.com;fresshappleturkey.com;İİB-KURU MEYVE
SWİTZ GIDA SAN.VE TİC.A.Ş;FERHATPAŞA MAH.ANADOLU CADG-45 SK.NO-48;İSTANBUL; ;(216) 6613838;;;İİB-KURU MEYVE
SANTA VITA GEMI ACEN.GIDA INŞ. TAR.ÜR.PAZ.SAN.VE TIC.LTD.ŞTI.;KEMANKEŞ MAH.RIHTIM CAD.NO:59.C/BKAT.4.NO:35.KARAKÖY;İSTANBUL;BEYOĞLU;(212) 2446893;;;İİB-KURU MEYVE
B.L.S. BİRLEŞİK LASTİK SAN.VE TİC. A.Ş.;NILÜFER SAN.BÖLGESI;BURSA; ;(224) 2424910;;;İİB-KURU MEYVE
OZDAL DERI VE DERI MAMULLERI SANAYI TICARET LTD.STI.;AYMAKOP SANAYİİ SİTESİ  C/6 BLOK NO:50 ;İSTANBUL;BAŞAKŞEHİR;(212) 6522315;;;İİB-KURU MEYVE
TRİO STAR GIDA DIŞ TİCARET LİMİTED ŞİRKETİ;KÜÇÜKBAKKALKÖY MAH. ALİ AY SK. ENTEGRES PLAZA NO:17 İÇ KAPI NO:1;İSTANBUL;ATAŞEHİR;(216) 0000000;;;İİB-KURU MEYVE
ALARKO GIDA SANAYİ VE TİCARET A.Ş;ESENTEPE MAH.KELEBEK ÇIKMAZI SOK.NO:3/A;İSTANBUL;ŞİŞLİ;(212) 2123103;;;İİB-KURU MEYVE
SEVİYE GIDA SAN VE TİC.LTD.ŞTİ;YAPI MAH. MAREŞAL FEVZİ ÇAKMAK  CAD. NO:47  ;İSTANBUL;MALTEPE;(216) 5923211;;;İİB-KURU MEYVE
HAZAR İNŞ.DIŞ TİC.LTD.ŞTİ.;YADİGAR KONAK ŞEMSİBEY SOK NO:4/3;İSTANBUL;ÜSKÜDAR;(216) 4220302;;;İİB-KURU MEYVE
RAIO SPEED DIŞ TİCARET LİMİTED ŞİRKETİ;KAYABAŞI MAH. EVLİYA ÇELEBİ CAD. PARK MAVERA1. ETAP T02 BLOK NO: 3 DZ;İSTANBUL;BAŞAKŞEHİR;(212) 7221653;;;İİB-KURU MEYVE
NEWKA GIDA SAN VE TİC LTD ŞTİ;GÖKEVLER MH 2330 SK NO6K;İSTANBUL;ESENYURT;(212) 0000000;;;İİB-KURU MEYVE
VARİOLİNE İSTANBUL DIŞ TİC.A.Ş;ÇAYIR CAD.ÖZCE CENTER NO:3/7;İSTANBUL;ATAŞEHİR;(216) 5728282;www.varioline.com.tr;varioline.com.tr;İİB-KURU MEYVE
BENMARK GIDA SAN GİRİŞİM A.Ş;ADNAN KAHVECİ MAH. KÖROĞLU CAD. NO:65/2-3 (34528);İSTANBUL;BEYLİKDÜZÜ;(212) 5150717;www.benmark.com.tr;benmark.com.tr;İİB-KURU MEYVE
SEGLOBAL LOJİSTİK GIDA DAN. SAN. İÇ VE DIŞ TİC. LTD. ŞTİ.;MAHMUTBEY MAH.TAŞOCAĞI YOLU CAD. B BLOK SİTESİAĞAOĞLU MY OFFİCE NO:3 İÇ KAPI:236;İSTANBUL;BAĞCILAR;(212) 0000000;www.sglobal.com.tr;sglobal.com.tr;İİB-KURU MEYVE
N TATLIM ÜRETİM PAZ.GIDA TURİZM DAĞITIM İÇ VE DIŞ TİC.LTD.ŞTİ.;YEŞİLCE MAH.BARBAROS CAD.NI:77 KAT1-2;İSTANBUL;KAĞITHANE;(212) 2691515;www.ntatlim.com.tr;ntatlim.com.tr;İİB-KURU MEYVE
ERTİ ER GIDA SAN VE TİC LTD ŞTİ;İKİTELLİ OSB TRİKO DOKUMACILAR SAN SİT M 8 BLOK NO 155;İSTANBUL;BAŞAKŞEHİR;;;;İİB-KURU MEYVE
NAKIŞ TOPTAN GIDA SAN.VE TİC.A.Ş;ESKİ ANKARA  ASFALTI ÜZERİ NO:13 D;İSTANBUL;TUZLA;(216) 5642626;;;İİB-KURU MEYVE
FOOD FOUR YOU GRUP GIDA DIŞ TİCARET LİMİTED ŞİRKETİ;FERAH MAH. KARTAL SK. NO: 1 İÇ KAPI NO: 2;İSTANBUL;ÜSKÜDAR;(216) 0000000;;;İİB-KURU MEYVE
EROL GIDA SAN VE TİC LTD.ŞTİ.;HÜSEYİN AĞA MAH.İSTİKLAL CAD.ÇİÇEK PASAJI NO:172/1;İSTANBUL;BEYOĞLU;(212) 5232611;;;İİB-KURU MEYVE
VİLMEKS İÇ VE DIŞ TİC. METAL SAN. A.Ş;LEVENT CAD.SÜMBÜL SOK. GÖNÜLLER YOLU NO:3 1.LEVENT;İSTANBUL;BEŞİKTAŞ;(212) 2709621;;;İİB-KURU MEYVE
GOODEX TARIM ÜRÜNLERİ İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KAYABAŞI MAH. ADNAN MENDERES BUL. B5 BLOK NO: 5DİÇ KAPI NO: 66 ;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-KURU MEYVE
NANO TECH ENERJİ ÜRETİM ÜR ÜRETİM SAN TİC.A.Ş;İKİTELLİ OSB MAH.25 CADDE NO:15/1;İSTANBUL;BAŞAKŞEHİR;(212) 4857676;;;İİB-KURU MEYVE
GFT GIDA LTD ŞTİ;TOPÇULAR MH OSMANGAZİ CD NO:2/8;İSTANBUL;EYÜP;(212) 2238159;;;İİB-KURU MEYVE
ANADOLU KURUYEMİŞ GIDA PAZ. SAN. TİC. LTD. ŞTİ.;İSTOÇ 21.ADA NO:2-4;İSTANBUL;BAĞCILAR;(212) 6594103;;;İİB-KURU MEYVE
FE ZEL GIDA SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;HAVAALANI  YOLU ÜZERİ ASTİM ORG.SAN. BÖLGESİ ATA MAH.2.CADDE NO:11;AYDIN;EFELER;(256) 2591050;;;İİB-KURU MEYVE
ÖZÜM GIDA SAN. TIC. A.Ş.;MERKEZ BÖLCEK KÖYÜ TAVŞANLIYOLU 3 KM;KÜTAHYA;MERKEZ;(274) 2311277;www.ozumgida.com.tr;ozumgida.com.tr;İİB-KURU MEYVE
ERGÜVAN GIDA TİC LTD ŞTİ;KEMALPAŞA MH ŞİRVANİZADE SK NO 8/301;İSTANBUL;FATİH;(212) 0000000;;;İİB-KURU MEYVE
FTZ AKARYAKIT OTO. İNŞ. TAAH. TEKS. GID. PAKET. SAN.  VE TİC. LTD .ŞTİ.;EHLİBEYT MAH. ÇETİN EMEÇ BULVARI NO:117/2;ANKARA;ÇANKAYA;(312) 4758080;;;İİB-KURU MEYVE
AYRA GIDA TEKSTİL MEFRUŞAT İTHALAT İHRACAT SAN. VE TİC. LTD. ŞTİ.;ÜÇEVLER MAH. ÜLGEN SK. NO: 1A;BURSA;NİLÜFER;(224) 3341707;;;İİB-KURU MEYVE
ALFA LOJİSTİK SAN VE TİC.LTD.ŞTİ.;ZUHURATBABA MAH. LEVENTLER SOK  NO:6;İSTANBUL;BAKIRKÖY;(212) 0000000;www.alfalojistik.com;alfalojistik.com;İİB-KURU MEYVE
MNA NUT KURUYEMİŞCİLİK GIDA SAN VE DIŞ TİC LTD ŞTİ;KOCATEPE MAH MEGA CENTER GIDA SİTESİ C/7 BLOK NO:57;İSTANBUL;BAYRAMPAŞA;(212) 4371113;;;İİB-KURU MEYVE
GURDİL DANIŞMANLIK HİZMETLERİ LİMİTED ŞİRKETİ;ŞERİFALİ MAH.TURCAN CAD. PELİN APT. NO:55/8;İSTANBUL;ÜMRANİYE;(216) 3140202;;;İİB-KURU MEYVE
ODAK KONSERVECILIK GIDA SAN. TIC.LTD.ŞTI.;KESTEL-2.SAN.BÖL.KOŞUYOLU CDNO:21;BURSA;KESTEL;(224) 3732058;;;İİB-KURU MEYVE
PERVARİ GIDA İTH. İHR. VE PAZ. TİC. LTD. ŞTİ.;12.SK MEGA CENTER İŞ MRK. A BLOK NO:467;İSTANBUL;BAYRAMPAŞA;(212) 6409983;www.pervarigida.com;pervarigida.com;İİB-KURU MEYVE
İO40 FİNANSAL TEKNOLOJİLER ANONİM ŞİRKETİ;İDEALTEPE MAHALLESİ DİK SOKAK NO 13/2 ;İSTANBUL;MALTEPE;(216) 6064099;http://io40.tr;io40.tr;İİB-KURU MEYVE
NUTTIES GIDA SANAYİ VE TİCARET A.Ş;YÜZÜNCÜ YIL MH.HAKAN ŞERBETÇİ CD. NO.5 A;BURSA;NİLÜFER;(224) 4136837;;;İİB-KURU MEYVE
B VE H GIDA İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;YENİOSB MAH. İLHAN GÜRSEL CAD. NO: 9- /A;ÇANKIRI;ŞABANÖZÜ;(376) 0000000;;;İİB-KURU MEYVE
KOSPEK PEKMEZ URUNLERI SAN.VE TIC.A.Ş.;CİHANGİR MH ŞEHİT J. ONB AYHAN ASLAN SK NO 2 ;İSTANBUL;AVCILAR;(212) 4566100;;;İİB-KURU MEYVE
DNB KURU YEMİŞ GIDA SAN. VE TİC. LTD. ŞTİ.;ORUÇREİS MAH. GİYİMKENT 17. SK. NO: 36A/38A;İSTANBUL;ESENLER;(212) 4387215;;;İİB-KURU MEYVE
MELİS KAĞIT SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;HALASGARGAZİ RUMELİ CAD.NO.66/7;İSTANBUL; ;(212) 2349536;;;İİB-KURU MEYVE
ARDA BURAK HAMAMCI;BURHANİYE MAH. KAZIM KARABEKİR SOK.NO:24B;İSTANBUL;ÜSKÜDAR;;;;İİB-KURU MEYVE
URAL ATAMAN;AKMEŞE ATATÜRK MAH. ÇİFTLİKLER YOLU SK. NO: 34;KOCAELI;İZMİT;(212) 5407900;;;İİB-KURU MEYVE
ALOUF KURUYEMİŞ VE KAHVE TİC LTD ŞTİ;ŞAHİNTEPE MAH. ŞEHİT POLİS FETHİ SEKİN CAD. İGTOT9B BLOK NO: 1P İÇ KAPI NO: Z16;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-KURU MEYVE
MEHMET CEYLAN;GÖLBAŞI MAH. ATATÜRK CAD. NO:27 ;ÇORUM;OĞUZLAR(KARAÖREN);(364) 5617211;;;İİB-KURU MEYVE
KAWAF İNŞ.TİC.SAN. A.Ş;YEŞİLKÖY MAH.ATATÜRK CAD. EGS BLOKLARI NO:12/14;İSTANBUL;BAKIRKÖY;(212) 0000000;;;İİB-KURU MEYVE
HHM PLASTİK KALIP AMBALAJ GIDA KORUMA VE PAKETLEME MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;İPKAS SAN SİT 8 ADA A BLOK NO:7-8 ;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-KURU MEYVE
