firma_adi;adres;telefon;website;domain;birlik
DLN KUYUMCULUK VE MÜCEVHERAT SANAYİ TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. KUYUMCULAR SK. ISTANBUL VIZYONPARK GENEL MERKEZ PLAZA NO: 4 İÇ KAPI NO: 10 BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DMR KUYUMCULUK SANAYİ TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAH. ALİBABA TÜRBE SK. ŞAHİN HAN NO:13/103 FATİH / İSTANBUL FATİH İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DOĞANER KIYMETLİ MADENLER SANAYİ TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. LADİN SK. KUYUMCUKENT NO: 4İÇ KAPI NO: 1206 BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DOKU KUYUMCULUK MÜCEVHERAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KUYUMCULAR SOK. NO:4 V.PARK C-1 BLK. K:2 NO:221 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6032529;;;JTR - Mücevher İhracatçıları Birliği
DOLUNAY KIYMETLİ MADENLER VE DIŞ TİCARET SANAYİ ANONİM ŞİRKETİ;KSARAY MAH. YOKUŞ ÇEŞMESİ SOK. B BLOK SİTESİ ELİF APT. NO: 42 C FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
DORA KUYUMCULUK SAN.VE TİC.AŞ.;İKİTELLİ OSB. MAH.MARMARA SAN. SİT.L BLOK NO:1 KÜÇÜKÇEKMECE İSTANBUL;(212) 4721770;www.dorarings.com;dorarings.com;JTR - Mücevher İhracatçıları Birliği
DORO KUYUMCULUK TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH.LADİN SK.KUYUMCUKENT NO:4 M KAP NO:1175 BAHÇELİEVLER İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
DORUK GRUP LOJİSTİK DAĞITIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ;19 MAYIS MAH. TURABOĞLU SK HAMİDİYE YAZGAN İŞ MERKEZİ KADIKÖY İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
DÖVİNANCE GOLD MÜCEVHERAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;TAYA HATUN MAH. TIĞCILAR SK. ROCOCO IŞ MERKEZI NO: 25 İÇ KAPI NO: 11 FATİH İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DREAMSTAR TEKNOLOJİ VE TİC. LTD. ŞTİ.;AYDINTEPE MAH. SAHİL YOLU BULVARIALİZE İŞ MERKEZİ NO.:191/94 TUZLA İSTANBUL;(216) 3927777;www.dreamstar.com.tr;dreamstar.com.tr;JTR - Mücevher İhracatçıları Birliği
DRN KABLO MAKİNA HAM MADDE SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BARBAROS HAYRETTİN PAŞA MAH. 1993 SK KORKMAZ SİTESÇINAR EVLERİ NO:33 C/12 ESENYURT İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DURAN AY;MOLLA FENARİ MAH.HÜSEYİNAĞA CAMİİ SK.AVCILAR İŞ HANI NO:11 İÇ KAPI NO:505 FATİH İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DURİN GOLD MÜCEVHERAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BİNBİRDİREK MAH. PEYKHANE SK. BUYUKBİROL HAN NO:6/106 FATİH İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DURSUN GOLD KUYUMCULUK SAN.VE TİC.LTD.ŞTİ;MOLLA FENARİ MAH.NUR-U OSMANİYE CAD.ATASARAY İŞ HANI NO:23/407 FATİH İSTANBUL;(212) 1888201;;;JTR - Mücevher İhracatçıları Birliği
DUYGU UYGULAMA KİMYA PLASTİK İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;ATATÜRK BLV. I.O.S.B ISYERI NO: 54 I IÇ KAPI NO: 18 İKİTELLİ OSB MAHALLESİ 34490 BAŞAKŞEHİR, İSTANBU BAŞAKŞEHİR İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
DÜNYA DOĞAL TAŞ BUJİTERİ HED.EŞYA TEK.SSAN VE TİC.LTD.ŞTİ.;KONAK MAH.871 SOK NO:24 KONAK İZMİR BORNOVA İZMİR;(232) 4418409;;;JTR - Mücevher İhracatçıları Birliği
DÜNYA KATILIM BANKASI ANONİM ŞİRKETİ;YAMANEVLER MAH. AHMET TEVFİK İLERİ CAD. NO: 22-26 İÇ KAPI NO: 61 ÜMRANİYE İSTANBUL;(216) 0000000;;;JTR - Mücevher İhracatçıları Birliği
DVC DIŞ TİCARET SANAYİ LİMİTED ŞİRKETİ;BEYAZIT MAH.YAĞLIKÇILAR CAD. KAPALI ÇARŞI NO.51/1 FATİH İSTANBUL;(212) 5280066;;;JTR - Mücevher İhracatçıları Birliği
DVİN KUYUMCULUK SAN. VE TİC.LTD.ŞTİ.;YENİBOSNA MERKEZ MAH. 29 EKİM CAD. ATÖLYE BLOĞU NO:2 KAT 11 SOK/7 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 4662424;;;JTR - Mücevher İhracatçıları Birliği
DY KIYMETLİ MADENLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BEYAZIT MH. VARAKÇI SK. NO:21/A FATİH İSTANBUL;;https://dykuyum.com/tr/ana-sayfa/;dykuyum.com;JTR - Mücevher İhracatçıları Birliği
DYNASTY KUYUMCULUK DIŞ TİC. LTD. ŞTİ.;MOLLA FENARİ MAH. VEZİRHAN CAD.AKDAĞ KARDEŞLER İŞ HANI NO:68/103 FATİH/İSTANBUL FATİH İSTANBUL;(212) 5184378;;;JTR - Mücevher İhracatçıları Birliği
DZYN İSTANBUL NAZARLIK VE HEDİYELİK EŞYA SANAYİ TİCARET LİMİTED ŞİRKETİ;DEMİRTAŞ MH UZUNÇARŞI CD ERYAMAN YEMİŞ HAN NO:195/1 FATİH İSTANBUL;(212) 5274732;;;JTR - Mücevher İhracatçıları Birliği
E.C.E. ELEKTRONİK CİHAZLAR ENDÜSTRİSİ LTD.ŞTİ.;MÜEYYETZADE MH. KEMERALTI CD.NO:1-3 KARAKÖY BEYOĞLU İSTANBUL;(212) 2937924;www.eceelektronik.com;eceelektronik.com;JTR - Mücevher İhracatçıları Birliği
EARTHANDSPACE MADEN TETKİK VE ARAMA LİMİTED ŞİRKETİ;YEŞİLKÖY MAH. ATATÜRK CAD. EGS BLOKLAR NO:12/1 BAKIRKÖY İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
EBEBEK MAĞAZACILIK AŞ;İÇERENKÖY MAHALLESİ DEĞİRMEN YOLU CADDESİ NO:37 D:6 ATAŞEHİR İSTANBUL;(216) 3257325;;;JTR - Mücevher İhracatçıları Birliği
ECEM ZÜCCACİYE PLASTİK SANAYİ TİCARET LİMİTED ŞİRKETİ;PİRİ MEHMET PAŞA MAH. HALAY SK. SILIVRI ISMERKEZI NO 5 İÇ KAPI NO: 9 SİLİVRİ İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ECRİN GOLD KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ÇOBANÇEŞME MAH ÇALIŞLAR 1 SOK. NO:5 İÇKAPI:1 BAHÇELİEVLER İSTANBUL;(212) 6393238;;;JTR - Mücevher İhracatçıları Birliği
ED SİLVER KUYUMCULUK VE DIŞ TİCARET LİMİTED ŞİRKETİ;COBANCESME MAH KALENDER SOK NO.16 K.2 BAHÇELİEVLER İSTANBUL;(212) 5469349;;;JTR - Mücevher İhracatçıları Birliği
EDA PAZARLAMA ELEKTRONİK EV ALETLERİ MOBİLYA DEKORASYON HEDİYELİK EŞYA İNŞAAT SAN. VE DIŞ TİC. LTD.;ALTINŞEHİR MAH. ALEV SK. NO:1/2 ÜMRANİYE İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
EDEL ROYAL KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;: YENİBOSNA MERKEZ MAHALLESİ 29 EKİM CADDESİ VİZYONPARK SİTESİ A1 BLOK NO :3A BAHÇELİEVLER İSTANBUL;(212) 6030096;http://www.edelroyal.com;edelroyal.com;JTR - Mücevher İhracatçıları Birliği
EDİM KARIŞIK VE ERHAN KARIŞIK ADİ ORTAKLIĞI;KAPALI ÇARŞI KOLTUK KAZAZLAR SK. NO:26 FATİH İSTANBUL;(212) 5111140;;;JTR - Mücevher İhracatçıları Birliği
EDİZ DERELİ DEĞERLİ TAŞLAR VE MÜCEVHERAT TİCARET LİMİTED ŞİRKETİ;MOLLAFENARİ MAH. ŞEREFEFENDİ ŞENER CENTER NO:28 K:5 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5200045;www.edizdereli.com;edizdereli.com;JTR - Mücevher İhracatçıları Birliği
EGEMET KALIBRASYON OLCUM TIC. LTD.STI.;KARACAOGLAN MAH. 172 SOK.NO:8 BORNOVA İZMİR;02324720604;www.egemet.com.tr;egemet.com.tr;JTR - Mücevher İhracatçıları Birliği
EJED DIAMOND İTHALAT İHRACAT SAN. TİC. LTD.ŞTİ.;MOLLA FENARİ MAH. VEZİRHAN CAD. AKDAĞ KARDEŞLER İŞ HANI NO:68/30 FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
EKIP METAL TOZLARI SAN.VE TIC. A.S.;MASLAK SPRING GIZ PLAZA B.B. NO.3 ŞİŞLİ İSTANBUL;02127982640;www.ekipmetal.com;ekipmetal.com;JTR - Mücevher İhracatçıları Birliği
EKSPERT MUM.TURZ.VE TIC.LTD. STI.;IMES SAN. SITESI C BLOK 311.SOKAK NO:7 ÜMRANİYE İSTANBUL;02165733888;www.expert.com.tr;expert.com.tr;JTR - Mücevher İhracatçıları Birliği
ELDAS NEWYORK KUYUMCULUK TİC.LTD.ŞTİ.;YENİ BOSNA MERKEZ MAH. KUYUMCULARSOK. İSTANBUL VİZYON PARK NO4 İÇ KAPI NO 408 BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
ELDİYAR DIŞ TİCARET LTD. ŞTİ.;ORUÇ REİS MAH GİYİMKENT 19 SK NO:84/A ESENLER İSTANBUL;(212) 4381978;;;JTR - Mücevher İhracatçıları Birliği
ELECTRICFIL ÜNİFİL OTOMOTİV SAN. VE TİC. A.Ş.;YUKARI DUDULLU O.S.B. 3. CAD. NO:11 ÜMRANİYE İSTANBUL;02164206800;;;JTR - Mücevher İhracatçıları Birliği
ELEGANCE KUYUMCULUK İTHALAT VE İHRACAT A.Ş.;KUYUMCUKENT 1.PLAZA KAT:7 NO:3 YENİBOSNA BAHÇELİEVLER İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ELEMENTAL GERİ DÖNÜŞÜM A.Ş.;OZIS YAPI KOOP.731.SOK.NO.78 ANKARA;03123954455;www.evciler.com.tr;evciler.com.tr;JTR - Mücevher İhracatçıları Birliği
ELIT KUY.INS.TUR.TEKS.ELK.MAD. IHR.ITH.SAN.LTD.STI.;LİMAN CAD. NO.41 SİDE MANAVGAT ANTALYA;(242) 7569042;www.palmiyejewellery.com;palmiyejewellery.com;JTR - Mücevher İhracatçıları Birliği
ELIT KUYUMCULUK LTD.STI.;MOLLA FENARİ MAH. GAZİ SİNAN PAŞA SOK. HAS İŞ HANI KAT:2 NO:33 NURUOSMANİYE FATİH İSTANBUL;(212) 5203491;www.dimojewelry.com;dimojewelry.com;JTR - Mücevher İhracatçıları Birliği
ELİF KIYMETLİ MADENCİLİK VE MÜCEVHERAT SAN. TİC. LTD. ŞTİ.;BİNBİRDİREK MAH.BEYKHANE SOK.BÜYÜK BİROL İŞ HANIN:6 K:2 D:208 FATİH İSTANBUL;(212) 6380286;www.elifjewellery.com;elifjewellery.com;JTR - Mücevher İhracatçıları Birliği
ELİF PIRLANTA MÜCEVHERAT SAN. VE DIŞ TİC. LTD. ŞTİ.;ALEMDAR MAH. BAB-I ALİ CAD. TASVIRE İŞ HANINO.38 K:3 D:30 FATİH İSTANBUL;(212) 5201704;;;JTR - Mücevher İhracatçıları Birliği
ELİFNUR KUYUMCULUK GIDA TEKSTİL SAN. VE TİC. LTD. ŞTİ;YENİBOSNA MERKEZ MAH. İSTANBUL VİZYONPARK MERKEZ PLAZA C1 BLOK KAT:3 NO:313 BAHÇELİEVLER İSTANBUL;(212) 6031288;;;JTR - Mücevher İhracatçıları Birliği
ELİZİ KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MH.VEZİRHAN CD. KAYA İŞHANI NO:86 KAT:3 NURUOSMANİYE FATİH İSTANBUL;(212) 5260216;www.elizihasir.com;elizihasir.com;JTR - Mücevher İhracatçıları Birliği
ELVİRA KUYUMCULUK DIŞ TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAHALLESİ LADİN SOKAK KUYUMCUKENT ATÖLYE BLOĞU NO:4/3125 BAHÇELİEVLER İSTANBUL;(212) 5276600;;;JTR - Mücevher İhracatçıları Birliği
ELVİS USTAOĞLU USTAOĞLU KUYUMCULUK VE MÜCEVHERAT;MOLLA FENARİ MAH. VEZİRHAN CAD. VEZİR HAN ÜST KAT NO:8 FATİH İSTANBUL;(212) 5196058;;;JTR - Mücevher İhracatçıları Birliği
ELYAS KIYMETLİ MADENLER LİMİTED ŞİRKETİ;BEYAZIT MAHALLESI KESECILER SK KAPALICARSINO:66 FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
EMA ALTIN KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ALEMDAR MAH. DİVANYOLU CAD.ERÇEVİK İŞ HANI NO: 48 / 316 FATİH İSTANBUL;(212) 5225746;;;JTR - Mücevher İhracatçıları Birliği
EMEN KIYMETLİ MADENLER SANAYİ VE TİCARET ANONİM ŞİRKETİ;MOLLA FENARİ MAH. NUR-U OSMANİYE CAD. ORIENT BAZAAR NO:45/203 FATİH/İSTANBUL FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
EMFA OFİS KIRTASİYE TEKNOLOJİ HİZMETLERİ BARKOD VE TEKSTİL MALZEMELERİ SAN.TİC. LTD. ŞTİ.;MALTEPE MAH. GÜMÜŞSUYU CAD. BALTAŞ 2 SANAYİ SİTESİ ZEYTİNBURNU İSTANBUL;(212) 5015190;;;JTR - Mücevher İhracatçıları Birliği
EMİR KUYUMCULUK SANAYİ İÇ VE DIŞ TİCARET PAZARLAMA LİMİTED ŞİRKETİ;ABDI IPEKÇI CAD. ENSAR SOK. H. ÖZEL NO.160 BAYRAMPAŞA İSTANBUL;(212) 5677835;www.emirgold.com;emirgold.com;JTR - Mücevher İhracatçıları Birliği
EMKA JEWELLERY KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MH. LADİN SK. KUYUMCUKENTNO:4 İÇ KAPI NO:3171 BAHÇELİEVLER İSTANBUL;(212) 4828224;;;JTR - Mücevher İhracatçıları Birliği
EMPİRE GOLD KUYUMCULUK SANAYİ VE TİCARET ANONİM ŞİRKETİ;YENİBOSNA MERKEZ MAH. LADİN SK. NO: 20 İÇ KAPI NO: 120 BAHÇELİEVLER İSTANBUL;(212) 6031933;;;JTR - Mücevher İhracatçıları Birliği
EMPRESS MÜCEVHER DERİ SANAYİ TICARET A.Ş.;NURUOSMANIYE CAD. NO:79 K.A/4 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5193010;www.gilan.com.tr;gilan.com.tr;JTR - Mücevher İhracatçıları Birliği
ENDER GELİR;YENİBOSNA MERKEZ MAH.LADİN SK.NO:4 KUYUMCUKENT BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
ER MÜCEVHERAT MAĞAZACILIK VE TURİZM LİMİTED ŞİRKETİ;MOLLAFENARİ MAH.NURUOSMANİYE CAD.NO:44/2CAĞALOĞLU-FATİH FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ERBAY ALUMINYUM INSAAT SANAYİ VE TİCARET AŞ.;ZUMRUTEVLER MAH. KESKIN SOK. NO.8 MALTEPE İSTANBUL;(216) 5891717;www.erbayaluminyum.com.tr;erbayaluminyum.com.tr;JTR - Mücevher İhracatçıları Birliği
ERBAY İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;YENİBOSNA MERKEZ MH LADİN SK KUYUMCUKENT MAGAZA BLOGU 4M Z145 BAHÇELİEVLER İSTANBUL;(212) 6030665;;;JTR - Mücevher İhracatçıları Birliği
ERCAN GÜNEŞ VE YUSUF KAYA ADİ ORTAKLIĞI;BİNBİRDİREK MAH PEYHANE SKBUYUK BIROL HAN 6 109 FATİH İSTANBUL;(212) 4652070;;;JTR - Mücevher İhracatçıları Birliği
EREN HAS GÜMÜŞ VE KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLAFENARİ MAH ÇARŞIKAPI NURUOASMANİYE CAD N:51 FATİH İSTANBUL;(212) 5203626;;;JTR - Mücevher İhracatçıları Birliği
ERFE İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;MAHMUTBEY MH İSTOÇ TİCARET MERKEZİ 2430 SK 12 ADA NO:78-84 BAĞCILAR İSTANBUL;(212) 6590499;www.erfe.com.tr;erfe.com.tr;JTR - Mücevher İhracatçıları Birliği
ERINC KUYUMCULUK HEDİYELİK EŞYA TURİZM SANAYİ TICARET LİMİTED SİRKETİ;931 SOKAK NO.11 KONAK İZMİR;(232) 4453505;www.erinc.com.tr;erinc.com.tr;JTR - Mücevher İhracatçıları Birliği
ERİŞ MÜCEVHERAT TİCARET TURİZM İNŞAAT SANAYİ LİMİTED ŞİRKETİ;MOLLA FENARİ MAH. NURUOSMANIYE CAD. NO.44 EMİNÖNÜ/CAĞALOĞLU FATİH İSTANBUL;(212) 5266555;www.erisjewellery.com;erisjewellery.com;JTR - Mücevher İhracatçıları Birliği
ERKAN AKGÜL KUYUMCULUK MÜCEVHERAT TURİZM İNŞAAT TAAHHÜT VE TİCARET LİMİTED ŞİRKETİ;ALEMDAR MAH. MOLLA FENARİ SK.AYGAZ APT. NO:34/101 FATİH İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
ERKAN ÖZTÜRK;SULTAN MURAT MAH.GÜRAY SK. NO:20/3 FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ERN KIYMETLİ MADENLER LİMİTED ŞİRKETİ;BEYAZIT MAH ÇARŞIKAPI NURUOSMANİYE CAD NO:35 FATİH İSTANBUL;(212) 5222126;;;JTR - Mücevher İhracatçıları Birliği
EROĞLU MÜCEVHERAT KUYUMCULUK SANAYİ TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAH. KÜRKÇÜLER PAZARI SK. SEZGIN İŞ MERKEZİ NO: 19 FATİH İSTANBUL;(212) 6032153;;;JTR - Mücevher İhracatçıları Birliği
ERRA GOLD KUYUMCULUK MÜCEVHERAT İTHALAT İHRACAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ;KARAMANLI MAH. FATMALIOĞLU DERVİŞ AĞA CAD.NO: 56 ONİKİŞUBAT KAHRAMANMARAŞ;(344) 0000000;;;JTR - Mücevher İhracatçıları Birliği
ER-SA ELEKTRİK ELEKTRONİK MALZ PAZ.TİC.LTD.ŞTİ.;PERPA TİC. MERKEZİ A BLOK K:8 NO:701 ŞİŞLİ İSTANBUL;(212) 3209870;;;JTR - Mücevher İhracatçıları Birliği
ERSİN KOYUNCU KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAH. NURUOSMANİYE CAD. NO:24/A FATİH İSTANBUL;(212) 5206142;www.ekmounting.online;ekmounting.online;JTR - Mücevher İhracatçıları Birliği
ERTEK GÜMÜŞ VE KUYUMCULUK TİCARET LİMİTED ŞİRKETİ;TAYAHATUN MAH.CAKMAKCILAR YOKUSU SK BUYUK YENI HAN NO:20 D-42 FATIH ISTANBUL FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ERTUĞRUL KORKMAZ KUYUMCULUK SAN.AYİVE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. LADİN SK. KUYUMCUKENTBLOK NO: 4 İÇ KAPI NO: 5008 BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
ERTÜRK KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MH. KUYUMCULAR SOK. VİZYONPARK C ATÖLYE NO: 4/712 YENİBOSNA BAHÇELİEVLER İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ERV GOLD KUYUMCULUK TİCARET LİMİTED ŞİRKETİ;CEMALİYE MAH. SALİH OMURTAK CAD. DOĞANLAR IŞ MERKENO: 212 İÇ KAPI NO: Z18 ÇORLU TEKİRDAĞ;(282) 0000000;;;JTR - Mücevher İhracatçıları Birliği
ERVA KIYMETLİ MADENLER ANONİM ŞİRKETİ;BEYAZIT MAH. KALCILAR SK. NO : 13/1 FATİH/İSTANBUL FATİH İSTANBUL;(021) 2511224;http://www.ervagold.com.tr;ervagold.com.tr;JTR - Mücevher İhracatçıları Birliği
ES KIYMETLİ TAŞLAR KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;BİNBİRDİREK MAH. DOSTLUK YURDU SK. DOSTLUKYURDU APNO: 4 İÇ KAPI NO: 301 FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ESDA KIYMETLİ MEDENLER SANAYİ TİC.LTD.ŞTİ;BİNBİRDİREK MAH.PEKHANE SK.ÇEMBERLİTAŞ NO:11 İÇ KAPI:401 FATİH İSTANBUL FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
ESEN SAAT SAN.VE TIC LTD STI;TAHTAKALE MAH.TOMRUK SOK . VAKIF IS HANI NO:3/611 FATİH İSTANBUL;(212) 5264438;;;JTR - Mücevher İhracatçıları Birliği
ESER GOLD KUYUM. DIŞ TİC. OTOM. TAR. TEK. SAN. VE TİC. LTD. ŞTİ.;İSMETPAŞA MAH. MİLLİ EGEMENLİK CAD. MAŞALLAH İŞMERKEZİ K.4 NO:12 KAHRAMANMARAŞ KAHRAMANMARAŞ;(344) 2214668;www.dovekurutemizleme.com;dovekurutemizleme.com;JTR - Mücevher İhracatçıları Birliği
ESKA GOLD KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. KUYUMCUKENT SK. KUYUMCUKENT BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
ESSA GRUP DIŞ TİCARET LİMİTED ŞİRKETİ;İSTOÇ 12 ADA NO.18/24 MAHMUTBEY BAĞCILAR İSTANBUL;(212) 5201919;;;JTR - Mücevher İhracatçıları Birliği
ESTA HEDIYELIK ESYA SANAYİ VE TICARET LİMİTED ŞİRKETİ;DİVANYOLU CAD. IŞILTI SOK. NO:2 ALİFAİK HAN KAT: 3DAİRE: 401 BİNBİRDİREK 34122 FATİH, YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6031875;www.estapirlanta.com;estapirlanta.com;JTR - Mücevher İhracatçıları Birliği
ESTEL GOLD İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;MOLLA FENARİ MAHALLESİ VEZİRHANI CADDESİAKDAĞ KARDEŞLER İŞ HANI NO:68/A FATİH İSTANBUL;(212) 5276600;;;JTR - Mücevher İhracatçıları Birliği
ESTELLİ TEKSTİL SAN. VE DIŞ TİC. LTD. ŞTİ.;MEŞRUTİYET MAH. ŞAİR NİGAR SOK.NO:58 OSMANBEY ŞİŞLİ İSTANBUL;(212) 2341627;;;JTR - Mücevher İhracatçıları Birliği
EURASİAN DANIŞMANLIK İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;ADNAN KAHVECİ MAH SAYACA CAD GÜR APARTMANI 3.BLOK NO:6/14 BEYLİKDÜZÜ/İSTANBUL BEYLİKDÜZÜ İSTANBUL;(212) 4422862;;;JTR - Mücevher İhracatçıları Birliği
EUROESTA GAYRİMENKUL YATIRIM İNŞAAT TAAHÜT VE TURİZM SANAYİ TİCARET LİMİTED ŞİRKETİ;EŞİLTEPE MAH 52/6 3B ZEYTİNBURNU İSTANBUL 52 3B YEŞİLTEPE ZEYTİNBURNU İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
EVA İSTANBUL KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. LADİN SK. NO:34/68 BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
EVVA GOLD KUYUMCULUK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. KUYUMCULAR SOK. NO:7 D.46 BAHÇELİEVLER İSTANBUL;(212) 5187818;;;JTR - Mücevher İhracatçıları Birliği
EYLÜL GRUP KUYUMCULUK SANAYI VE TICARET LIMITED SIRKETI;YENIBOSNA MERKEZ MAH.LADIN SK. KUYUMCUKENT APT.NO.4/3135 BAHÇELİEVLER İSTANBUL;(212) 9635624;;;JTR - Mücevher İhracatçıları Birliği
EYLÜL TAKI BUJİTERİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;ERTUĞRULGAZİ CADDESİ NO 86/8 ATİMER2 İŞ MERKEZİ İÇ KAPI 12 İNEGÖL MAHMUDİYE 16400 BEYLİKDÜZÜ BURSA;;www.laviyen.com;laviyen.com;JTR - Mücevher İhracatçıları Birliği
EYMEN MODA AKSESUAR SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;MEHMET NESİH ÖZMEN MAH.SAVAŞ CAD. NO:8 A GÜNGÖREN İSTANBUL;(212) 5534984;;;JTR - Mücevher İhracatçıları Birliği
EYP GOLD HEDİYELİK EŞYA OTOMOTİV İNŞ. TURİZM SAN. VE DIŞ TİC. LTD. ŞTİ.;MİMAR KEMALETTİN MAH. YENİÇERİLER CAD. NO:61/1 FATİH İSTANBUL;;;;JTR - Mücevher İhracatçıları Birliği
EYÜP KUYUMCULUK İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH.LADİN SK. KUYUMCUKENT NO: 4/5102 BAHÇELİEVLER İSTANBUL;(212) 0000000;;;JTR - Mücevher İhracatçıları Birliği
F.A.N.C.Y.KUYUMCULUK LİMİTED ŞİRKETİ;YENİÇERİLER CAD. EMİNSİNAN MAH. GÜZEL APT. NO:5/201 ÇEMBERLİTAŞ FATİH İSTANBUL;(212) 5286152;www.fancysilvertr.com;fancysilvertr.com;JTR - Mücevher İhracatçıları Birliği
FA MÜZİK FİLM YAPIM YAYIM DAĞ. İNŞ. SAN. VE TİC. LTD.ŞTİ.;İMÇ 6.BLOK NO:6613 FATİH İSTANBUL;(212) 5289979;;;JTR - Mücevher İhracatçıları Birliği
FABOR KUYUMCULUK TURİZM İNŞAAT GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;29 EKİM CAD. LADİN SOK. ATÖLYE YAN HİZMET BLOĞ 1 KAT 1 SOK. NO.21 YENİBOSNA BAHÇELİEVLER İSTANBUL;(212) 6032360;;;JTR - Mücevher İhracatçıları Birliği
